START_DATETIME_UTC,IMBALANCE_LONG_EUR_MWH,IMBALANCE_SHORT_EUR_MWH
2025-05-11 13:15:00.000 Z,-30,-30
2025-05-11 13:30:00.000 Z,-23.48,-23.48
2025-05-11 13:45:00.000 Z,-30,-30
2025-05-11 14:00:00.000 Z,-23.74,-23.74
2025-05-11 14:15:00.000 Z,-29.3,-29.3
2025-05-11 14:30:00.000 Z,-30,-30
2025-05-11 14:45:00.000 Z,22,40.5
2025-05-11 15:00:00.000 Z,68.36,68.36
2025-05-11 15:15:00.000 Z,-30,91
2025-05-11 15:30:00.000 Z,91,91
2025-05-11 15:45:00.000 Z,132.3,132.3
2025-05-11 16:00:00.000 Z,10,197.98
2025-05-11 16:15:00.000 Z,1,101.98
2025-05-11 16:30:00.000 Z,150,150
2025-05-11 16:45:00.000 Z,150,150
2025-05-11 17:00:00.000 Z,142.28,142.28
2025-05-11 17:15:00.000 Z,180.98,180.98
2025-05-11 17:30:00.000 Z,214.98,214.98
2025-05-11 17:45:00.000 Z,206.98,206.98
2025-05-11 18:00:00.000 Z,125.98,125.98
2025-05-11 18:15:00.000 Z,300,300
2025-05-11 18:30:00.000 Z,214.98,214.98
2025-05-11 18:45:00.000 Z,118.98,118.98
2025-05-11 19:00:00.000 Z,83.56,83.56
2025-05-11 19:15:00.000 Z,65,65
2025-05-11 19:30:00.000 Z,69.87,69.87
2025-05-11 19:45:00.000 Z,50.89,50.89
2025-05-11 20:00:00.000 Z,51.98,111.98
2025-05-11 20:15:00.000 Z,60.57,60.57
2025-05-11 20:30:00.000 Z,56.98,56.98
2025-05-11 20:45:00.000 Z,54.57,54.57
2025-05-11 21:00:00.000 Z,63,149.4
2025-05-11 21:15:00.000 Z,60.57,101.7
2025-05-11 21:30:00.000 Z,60.12,111
2025-05-11 21:45:00.000 Z,35,78.56
